rid,rTitle,rUser,rText,rURL,MEDIA_PROVIDER,PUBLISH_DATE,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,BLOG_POST_SENTIMENT
63497209,TWEET FROM: THAMY_WETSCHKY,THAMY_WETSCHKY,Nescau é tudo,http://twitter.com/178115189/statuses/804031495706972160,TWITTER,2016-11-30,0,0,0,0,0,0,0,395,670,16813,Neutral
63497845,Deputados proíbem recompensa e proteção a quem denunciar corrupção; veja como cada um votou,,Início » Notícias » Deputados proíbem recompensa e proteção a quem denunciar corrupção; veja como cada um votou Deputados proíbem recompensa e proteção a quem denunciar corrupção; veja como cada um votou Emenda tinha o objetivo de criar a figura do “reportante do bem” para incentivar o cidadão a denunciar cri...,http://feedproxy.google.com/~r/congresso/~3/31WtNdS7m8E/,Mainstream Media,2016-11-30,0,0,0,0,0,0,0,0,0,0,Neutral
63535687,TWEET FROM: NARRYSTUPID,NARRYSTUPID,toddy https://t.co/bq5dVV5XLs,http://twitter.com/2364873463/statuses/804031530859433988,TWITTER,2016-11-30,0,0,0,0,0,0,0,11423,16514,46906,Neutral
63665057,TWEET FROM: CARALEOBIA,CARALEOBIA,"RT @djdalin Se eu não comer nada de manhã, eu viro um bicho de de ignorância",http://twitter.com/724677167188193280/statuses/804031673679679489,TWITTER,2016-11-30,0,0,0,0,0,0,0,190,452,6382,Neutral
63719138,TWEET FROM: ROBSESSION,ROBSESSION,"tinha granola, mas eu não queria comer pura. taquei sorvete em cima.",http://twitter.com/10443912/statuses/804031724078452736,TWITTER,2016-11-30,0,0,0,0,0,0,0,334,556,7433,Neutral
63749302,TWEET FROM: ISXXBELLA,ISXXBELLA,to sem comer desde manhã pqp,http://twitter.com/573300129/statuses/804031758920544256,TWITTER,2016-11-30,0,0,0,0,0,0,0,831,1494,45177,Neutral
63760322,TWEET FROM: LUCSTTK,LUCSTTK,"@isdiniz teu signo e teu ascendente eu odeio mto forte kkkkkkkkkkkk pqp, n sei como me do bem ctg",http://twitter.com/4495433715/statuses/804031762254835712,TWITTER,2016-11-30,0,0,0,0,0,0,0,173,392,12305,Neutral
63770414,TWEET FROM: THEPUTADEAD,THEPUTADEAD,oq esperar de uma pessoa q ta comendo bolinha de nescau e ainda morrendo de fome sozinha em casa,http://twitter.com/4750043297/statuses/804031752037601280,TWITTER,2016-11-30,0,0,0,0,0,0,0,2768,1849,10901,Neutral
63798397,TWEET FROM: LEANDROCUNHA712,LEANDROCUNHA712,@Stux_777 Nescau ou Toddy,http://twitter.com/3395449857/statuses/804031758794706945,TWITTER,2016-11-30,0,0,0,0,0,0,0,158,43,368,Neutral
63807080,TWEET FROM: BIANCAREZENDE4,BIANCAREZENDE4,"RT @uelucas__ n aguento mais responsabilidades, só queria ver desenho e comer um sucrilhos",http://twitter.com/770280900/statuses/804031796946075649,TWITTER,2016-11-30,0,0,0,0,0,0,0,868,2527,34591,Neutral
63809479,TWEET FROM: COMTUDOBR,COMTUDOBR,"@spacexgazorp pois é mas eae, toddy ou nescau?",http://twitter.com/1080288949/statuses/804031775483822086,TWITTER,2016-11-30,0,0,0,0,0,0,0,1456,463,21186,Neutral
63813724,TWEET FROM: VICKLOVEGOOD,VICKLOVEGOOD,RT @AmazingPhil hi i'm phil and i'm a terrible flat mate who steals cereal and leaves kitchen cupboards open and i deserve to live to leave in great shame �,http://twitter.com/597057556/statuses/804031798107897861,TWITTER,2016-11-30,0,0,0,0,0,0,0,1854,1150,16835,Neutral
63813825,TWEET FROM: WILSINHOS,WILSINHOS,RT @Lamberg_T N é de hj q os Ministros do @STF_oficial desafiam a sociedade e os demais poderes. Cuidado! Vcs n estão acima do bem e do mal. #AbortoNão,http://twitter.com/119050462/statuses/804031756152274944,TWITTER,2016-11-30,0,0,0,0,0,0,0,862,531,12809,Neutral
63987848,TWEET FROM: JUBBT,JUBBT,RT @80sMoviePosts The Breakfast Club https://t.co/syu8xXFL2p,http://twitter.com/221451003/statuses/804031998805282816,TWITTER,2016-11-30,0,0,0,0,0,0,0,230,898,95694,Neutral
64181760,TWEET FROM: THAIS_RITTER,THAIS_RITTER,RT @RecitouOriente Tô querendo replay naquele teu beijo.,http://twitter.com/730240205484130304/statuses/804032202363256832,TWITTER,2016-11-30,0,0,0,0,0,0,0,150,77,380,Neutral
64206970,TWEET FROM: THAYSV_,THAYSV_,Difícil mesmo é ir no doce carioca e ter que comprar Barra de cereal quando o biz tá absurdamente barato,http://twitter.com/736201341018767360/statuses/804032231241089026,TWITTER,2016-11-30,0,0,0,0,0,0,0,420,474,7940,Neutral
64249647,TWEET FROM: TATIANEABREUF1,TATIANEABREUF1,"@lucasfresno GAUDÉRIO: subst. masc.: indivíduo sem ocupação, ocioso, malandro, vadio OBRIGADA GOOGLE https://t.co/V6pfmAlKEZ",http://twitter.com/14313541/statuses/804032285959946241,TWITTER,2016-11-30,0,0,0,0,0,0,0,152,241,4525,Neutral
64251180,TWEET FROM: DOUGRODRIGUESOL,DOUGRODRIGUESOL,"Qria deixar aqui meu protesto contra o center shop, pq nao eh possivel a nesfit passar de 3,30 pra 3,70 em um diaaaaa ��",http://twitter.com/4757348536/statuses/804032272995405824,TWITTER,2016-11-30,0,0,0,0,0,0,0,103,121,8731,Neutral
64333176,TWEET FROM: JACKAPENASJACK,JACKAPENASJACK,@_lalavasc olha uma vez eu vi pastel de feira de massa integral de aveia (O SABOR É IDÊNTICO!!!!!) esse sim foi o pior filme de terror,http://twitter.com/1358339250/statuses/804032363420405760,TWITTER,2016-11-30,0,0,0,0,0,0,0,368,167,20797,Neutral
64344583,TWEET FROM: ANADAZUVA,ANADAZUVA,RT @AmazingPhil hi i'm phil and i'm a terrible flat mate who steals cereal and leaves kitchen cupboards open and i deserve to live to leave in great shame �,http://twitter.com/245111304/statuses/804032376527585281,TWITTER,2016-11-30,0,0,0,0,0,0,0,336,1099,36790,Neutral
64376749,TWEET FROM: DEBY_COOKIE,DEBY_COOKIE,"RT @followtrickhp Retweet para ganhar seguidores, siga quem retweetou e siga de volta quem te seguiu �",http://twitter.com/4860625857/statuses/804032395246714880,TWITTER,2016-11-30,0,0,0,0,0,0,0,853,911,9226,Neutral
64459466,TWEET FROM: ___DANIRIBEIRO,___DANIRIBEIRO,Ameeii !! ❤️� https://t.co/g6fT6RIMP1,http://twitter.com/1244733896/statuses/804032461529292800,TWITTER,2016-11-30,0,0,0,0,0,0,0,163,12,518,Neutral
64560598,TWEET FROM: _LARYB,_LARYB,"Como que vcs consegue gostar de café??? É muito ruim, sou mais meu leite com nescau",http://twitter.com/3060343062/statuses/804032576809824256,TWITTER,2016-11-30,0,0,0,0,0,0,0,523,851,2350,Neutral
64564238,TWEET FROM: LU_AUDREY,LU_AUDREY,"Chegou minha cinta modeladora. Prestes a ter uma hemorragia interna e tô com um pouco de dificuldade pra respirar, mas tatu do bem �",http://twitter.com/46507029/statuses/804032588465795072,TWITTER,2016-11-30,0,0,0,0,0,0,0,983,714,43990,Neutral
64589603,TWEET FROM: BRUNAGRACIELY,BRUNAGRACIELY,Eu não gostava muito de gatos até ganhae o Nescau e o mostarda ❤,http://twitter.com/422995058/statuses/804032603053555722,TWITTER,2016-11-30,0,0,0,0,0,0,0,304,147,2608,Neutral
64619927,TWEET FROM: ADALBERTOGALO13,ADALBERTOGALO13,"RT @cartamaior Em nome do bem vindo combate à corrupção,partidarizaram o judiciário, destruíram a cadeia do petróleo e as empreiteiras e chantageiam o país https://t.co/QGjE8kaeGn",http://twitter.com/743890302470135808/statuses/804032642098364416,TWITTER,2016-11-30,0,0,0,0,0,0,0,186,34,892,Neutral
64632926,TWEET FROM: TGO1001,TGO1001,@wsanches_ @vafjr87 @Ericawee é exatamente esse o desafio. Conseguir morder o cookie e o sorvete ao mesmo tempo.,http://twitter.com/361350552/statuses/804032640911343616,TWITTER,2016-11-30,0,0,0,0,0,0,0,154,97,4793,Neutral
64638926,TWEET FROM: LARISOARES_P,LARISOARES_P,RT @nescau_raro A melhor notícia que eu já pude receber https://t.co/PrrRaO4ZrF,http://twitter.com/140936546/statuses/804032652504432640,TWITTER,2016-11-30,0,0,0,0,0,0,0,238,312,19407,Neutral
64656431,TWEET FROM: BRUNAGRACIELY,BRUNAGRACIELY,Nescau se foi mas continua no meu coração,http://twitter.com/422995058/statuses/804032670095331329,TWITTER,2016-11-30,0,0,0,0,0,0,0,304,147,2609,Neutral
64714063,TWEET FROM: JANINE_DA_CAMZ,JANINE_DA_CAMZ,RT @portallovato “Eu tenho fãs que lidam com todos os tipos de doenças mentais então isso é muto importante para eles.” https://t.co/w2KPhguvax,http://twitter.com/1656390102/statuses/804032733429301254,TWITTER,2016-11-30,0,0,0,0,0,0,0,609,862,13757,Neutral
64764534,TWEET FROM: BIELHENRYKE,BIELHENRYKE,Pizza de café da manhã é muito bom não é amigos,http://twitter.com/184565941/statuses/804032807815282689,TWITTER,2016-11-30,0,0,0,0,0,0,0,738,1000,12327,Neutral
64773100,TWEET FROM: JANINE_DA_CAMZ,JANINE_DA_CAMZ,"RT @portallovato PEOPLE: Demi Lovato se abre sobre seu transtorno bipolar: ""Eu sou prova viva de viver bem"" com doenças mentais https://t.co/w2KPhguvax https://t.co/N9JzGU4mCm",http://twitter.com/1656390102/statuses/804032785740599296,TWITTER,2016-11-30,0,0,0,0,0,0,0,609,862,13758,Neutral
64851145,TWEET FROM: GIAN_MAD,GIAN_MAD,"RT @cartamaior Entre outras proezas, Moro & Cia queriam legitimar a figura do alcagueta, rebatizada de 'reportante do bem', remunerado para ser dedo-duro",http://twitter.com/51807573/statuses/804032865373683712,TWITTER,2016-11-30,0,0,0,0,0,0,0,344,167,7605,Neutral
64882897,TWEET FROM: ROSIMAC2007,ROSIMAC2007,"RT @oConsciente cartamaior: Entre outras proezas, Moro & Cia queriam legitimar a figura do alcagueta, rebatizada de 'reportante do bem', remunerado para se…",http://twitter.com/761677564674973696/statuses/804032888333336576,TWITTER,2016-11-30,0,0,0,0,0,0,0,136,33,1381,Neutral
65061066,TWEET FROM: ANALU_SX,ANALU_SX,"Tô com fome, mas não é de barra de cereal viu pai",http://twitter.com/2849613584/statuses/804033092050681856,TWITTER,2016-11-30,0,0,0,0,0,0,0,946,1048,17686,Neutral
65105061,TWEET FROM: MAIS_UM_CARA,MAIS_UM_CARA,"Depois, quem tem ""projeto de poder"" é o PT... https://t.co/SPDuFaiaYG",http://twitter.com/1542465439/statuses/804033130894073857,TWITTER,2016-11-30,0,0,0,0,0,0,0,1744,1917,41069,Neutral
65115488,TWEET FROM: ENZIINHOBRAGA,ENZIINHOBRAGA,Que raiva que eu tenho quando eu me sirvo sucrilhos e pego o leite e vejo que n tem leite gelado o suficente pra encher a tigela,http://twitter.com/793027767092871168/statuses/804033152066977795,TWITTER,2016-11-30,0,0,0,0,0,0,0,46,59,78,Neutral
65155688,TWEET FROM: AIZENTRASH,AIZENTRASH,@pinkpastelgirl MAS É AQUELE SPOILER DO BEM QUE ABENÇOA O NOSSO DIA,http://twitter.com/307474047/statuses/804033185608826882,TWITTER,2016-11-30,0,0,0,0,0,0,0,7876,10669,137647,Neutral
65160280,TWEET FROM: LUCASMTRI,LUCASMTRI,"Praia, sol,  gente nova,  um copo de suco de manhã e uma companhia ao acordar",http://twitter.com/1099570759/statuses/804033187349463040,TWITTER,2016-11-30,0,0,0,0,0,0,0,138,127,9392,Neutral
65249220,TWEET FROM: NESCAU_007,NESCAU_007,RT @nandoh vc // o ex dela https://t.co/OgPtBdi3GE,http://twitter.com/736190505441230849/statuses/804033270744842240,TWITTER,2016-11-30,0,0,0,0,0,0,0,214,67,89,Neutral
65289701,TWEET FROM: MIRAND_AGATA,MIRAND_AGATA,RT @1psicopatafeliz p namorar cmg tem q saber q eu vou querer te comer umas 3 vezes todo dia só pela manha,http://twitter.com/3725443815/statuses/804033324368953346,TWITTER,2016-11-30,0,0,0,0,0,0,0,623,121,442,Neutral
65336235,TWEET FROM: CEVANSLESTER,CEVANSLESTER,RT @AmazingPhil hi i'm phil and i'm a terrible flat mate who steals cereal and leaves kitchen cupboards open and i deserve to live to leave in great shame �,http://twitter.com/894354042/statuses/804033362012688384,TWITTER,2016-11-30,0,0,0,0,0,0,0,1722,1821,59687,Neutral
65352166,TWEET FROM: NESCAU_007,NESCAU_007,RT @FodasTodoMundo C horamos H oje A manhã  P ermanecermos  E m C onstante  O rações  E les  N unca  S erão E squecidos  #ForçaChape https://t.co/j6Z59kgEH6,http://twitter.com/736190505441230849/statuses/804033380878843909,TWITTER,2016-11-30,0,0,0,0,0,0,0,214,67,90,Neutral
65358446,TWEET FROM: GUXTAVOCF,GUXTAVOCF,@giosilvam mana eu comi marmita kkkkkk,http://twitter.com/1269418782/statuses/804033364231651328,TWITTER,2016-11-30,0,0,0,0,0,0,0,3074,3946,26942,Neutral
65421994,CORRUPTOS NÃO QUEREM COMBATER CORRUPÇÃO,M.AMERICO,"Com o poder de influência da mídia atraindo toda a atenção das pessoas para a tragédia com o time da Chapecoense, era previsível que os deputados e senadores iriam aproveitar para fazer suas armações. Não deu outra. O plenário da Câmara desfigurou o projeto de medidas de combate à corrupção. Os deputados apro...",http://lorotaspoliticaseverdades.blogspot.com/2016/11/corruptos-nao-querem-combater-corrupcao.html,Aggregator,2016-11-30,0,0,0,0,0,0,0,0,0,0,Neutral
65436267,TWEET FROM: ANALU_SX,ANALU_SX,Meu pai é do tipo que compra 2 barra de cereal e fala que é tua janta,http://twitter.com/2849613584/statuses/804033469374402560,TWITTER,2016-11-30,0,0,0,0,0,0,0,946,1048,17690,Neutral
65460445,TWEET FROM: DANIIFRS,DANIIFRS,"É meio que uma corrente do bem, Preto anima minha semana e consigo dar bons conselhos pras amigas HIUAOHIUEHOIUAHIUEH",http://twitter.com/79034296/statuses/804033498420039681,TWITTER,2016-11-30,0,0,0,0,0,0,0,173,463,35180,Neutral
65559859,TWEET FROM: HENRIQUEBELZONT,HENRIQUEBELZONT,"RT @absn2009 @joaquimboficial avisou o que cidadão, correu da parada e agora posa de acima do bem?",http://twitter.com/133852493/statuses/804033566971723782,TWITTER,2016-11-30,0,0,0,0,0,0,0,59,24,1814,Neutral
65566192,TWEET FROM: THELLY_FONSECA,THELLY_FONSECA,Nescau https://t.co/35lAEPMuGE,http://twitter.com/3342122356/statuses/804033612995825664,TWITTER,2016-11-30,0,0,0,0,0,0,0,2862,3426,33806,Neutral
65599282,TWEET FROM: MIWAGNER_,MIWAGNER_,"RT @uelucas__ n aguento mais responsabilidades, só queria ver desenho e comer um sucrilhos",http://twitter.com/493550174/statuses/804033654645260288,TWITTER,2016-11-30,0,0,0,0,0,0,0,844,1175,47605,Neutral
65668621,TWEET FROM: FAGUNDESLARAA,FAGUNDESLARAA,pedi um chocotone da nestle p meu padrasto e ele trouxe três❤️,http://twitter.com/2435934161/statuses/804033671237926914,TWITTER,2016-11-30,0,0,0,0,0,0,0,245,356,7890,Neutral
65764473,TWEET FROM: _ANALUTEIXEIRA,_ANALUTEIXEIRA,Vim compartilhar que paguei 7 reais numa lata de Nescau. A vida segue.,http://twitter.com/4488141147/statuses/804033823864455168,TWITTER,2016-11-30,0,0,0,0,0,0,0,93,129,4946,Neutral
65785946,TWEET FROM: MAITEGR_,MAITEGR_,férias é tomar café da manhã 12h e almoçar 18h,http://twitter.com/455887611/statuses/804033821733744640,TWITTER,2016-11-30,0,0,0,0,0,0,0,365,688,31961,Neutral
65799616,TWEET FROM: ARTHUUR67,ARTHUUR67,Marmita de bandido affzão POKDPOAWKDAW,http://twitter.com/736983725767036928/statuses/804033859956441097,TWITTER,2016-11-30,0,0,0,0,0,0,0,54,78,732,Neutral
65839696,TWEET FROM: FREEHUGS4PANDAS,FREEHUGS4PANDAS,RT @turbothot nobody talk to me in the morning until ive had a cup of vegan coffee  ���� https://t.co/WU4HVmsoRl,http://twitter.com/302037769/statuses/804033890524524544,TWITTER,2016-11-30,0,0,0,0,0,0,0,1239,1900,92309,Neutral
65869004,TWEET FROM: JANOSFTLOUIS,JANOSFTLOUIS,RT @AmazingPhil hi i'm phil and i'm a terrible flat mate who steals cereal and leaves kitchen cupboards open and i deserve to live to leave in great shame �,http://twitter.com/1177491162/statuses/804033926746537985,TWITTER,2016-11-30,0,0,0,0,0,0,0,2358,2756,16722,Neutral
65878330,TWEET FROM: RAFATEQUILLA,RAFATEQUILLA,RT @caroliinaas2 Cada um tem q saber dos seus atos e viver bem com as consequências dos mesmos.,http://twitter.com/234837218/statuses/804033947189399552,TWITTER,2016-11-30,0,0,0,0,0,0,0,425,560,16764,Neutral
65924588,TWEET FROM: THAMARALIIMA_,THAMARALIIMA_,Acho que vou tomar um Nescau quentinho,http://twitter.com/558793430/statuses/804033990575456256,TWITTER,2016-11-30,0,0,0,0,0,0,0,300,494,14541,Neutral
65958685,"Leite Condensado Piracanjuba Zero Lactose é eleito o “lançamento do ano”, pela Abras",AGITO SP," “laticínios”, pela Associação Brasileira de Supermercados (Abras). A entrega do troféu foi realizada hoje, 30 de novembro, durante um café da manhã, em São Paulo (SP). “Ficamos lisonjeados com todas as premiações que recebemos. Entretanto, essa é ainda mais relevante, uma vez que retrata a escolha dos próprios...",http://edutakashi.wordpress.com/2016/11/30/leite-condensado-piracanjuba-zero-lactose-e-eleito-o-lancamento-do-ano-pela-abras/,Aggregator,2016-11-30,0,0,0,0,0,0,0,0,0,0,Neutral
